GEOID,NAME,Above_Poverty_Households,Above_Poverty_Level,Asian_Alone,Below_Poverty_Female_12_14,Below_Poverty_Female_15,Below_Poverty_Female_16_17,Below_Poverty_Female_5,Below_Poverty_Female_6_11,Below_Poverty_Female_Total,Below_Poverty_Female_Under_5,Black_Alone,Built_1939_Earlier,Built_1940_1949,Built_1950_1959,Built_1960_1969,Built_1970_1979,Built_1980_1989,Built_1990_1999,Built_2000_2009,Built_2010_2019,Built_2020_Later,Children_In_Married_Couple_Families,Children_In_Single_Father_Families,Children_In_Single_Mother_Families,Family_Female_No_Husband,Family_Households,Family_Income_200K_Plus,Family_Male_No_Wife,Family_Married_Couple,Five_Plus_Bedrooms,Four_Bedrooms,Hispanic_Latino,Households_No_Children_Under_18,Households_With_Children_Under_18,Income_100K_125K,Income_10K_15K,Income_125K_150K,Income_150K_200K,Income_15K_20K,Income_200K_Plus,Income_20K_25K,Income_25K_30K,Income_30K_35K,Income_35K_40K,Income_40K_45K,Income_45K_50K,Income_50K_60K,Income_60K_75K,Income_75K_100K,Income_Under_10K,Median_Gross_Rent,Median_Home_Value,Median_Household_Income,Median_Household_Income_All_Tenure,Median_Income_Owner_Occupied,Median_Income_Renter_Occupied,Mobile_Home,No_Bedroom,Nonfamily_Households,Nonfamily_Living_Alone,Nonfamily_Not_Alone,Occupied_Units,One_Bedroom,Other_Housing_Type,Owner_1_Person,Owner_2_Person,Owner_3_Person,Owner_4_Person,Owner_5_Person,Owner_6_Person,Owner_7_Plus_Person,Owner_Costs_1000_1499,Owner_Costs_1500_1999,Owner_Costs_2000_2999,Owner_Costs_300_599,Owner_Costs_600_999,Owner_Costs_Under_300,Owner_Occupied,Pop_12_14,Pop_15_17,Pop_3_4,Pop_5,Pop_6_11,Pop_Under_3,Rent_Burden_30_34_Pct,Rent_Burden_35_39_Pct,Rent_Burden_40_49_Pct,Rent_Burden_50_Plus_Pct,Renter_1_Person,Renter_2_Person,Renter_3_Person,Renter_4_Person,Renter_5_Person,Renter_6_Person,Renter_7_Plus_Person,Renter_Occupied,Single_Family_Attached,Single_Family_Detached,Three_Bedrooms,Total_Families,Total_Households,Total_Households_Children_Status,Total_Housing_Units,Total_Housing_Units_Check,Total_Occupied_Units,Total_Occupied_Units_Size,Total_Own_Children_Under_18,Total_Pop_Under_18,Total_Population,Two_Bedrooms,Units_10_19,Units_2,Units_20_49,Units_3_4,Units_50_Plus,Units_5_9,Vacant_Units,White_Alone,Percent_White,Percent_Black,Percent_Asian,Percent_Hispanic,Low_Income_Under_35K,Middle_Income_35K_100K,High_Income_100K_Plus,Percent_Low_Income_Under_35K,Percent_High_Income_100K_Plus,Percent_Family_Households,Percent_Single_Person_Households,Percent_Households_With_Children,Percent_Children_Married_Couple,Percent_Children_Single_Parent,Percent_Occupied,Percent_Vacant,Percent_Owner_Occupied,Percent_Renter_Occupied,Percent_Single_Family,Multi_Family_All_Units,Percent_Multi_Family_All,Percent_Built_2000_Plus,Percent_Built_Pre_1980,Two_Plus_Bedroom_Units,Percent_Two_Plus_Bedrooms,High_Rent_Burden_30_Plus_Units,High_Rent_Burden_50_Plus_Units,Percent_High_Rent_Burden_30_Plus,Percent_High_Rent_Burden_50_Plus
22033001000,"Census Tract 001000, East Baton Rouge Parish, Louisiana",14.0,2148.0,0.0,0.0,0.0,0.0,0.0,6.0,230.0,28.0,2553.0,207.0,212.0,367.0,88.0,177.0,257.0,40.0,32.0,10.0,0.0,64.0,0.0,242.0,32.0,519.0,0.0,325.0,194.0,5.0,13.0,139.0,823.0,252.0,96.0,70.0,9.0,0.0,88.0,8.0,30.0,104.0,95.0,211.0,120.0,35.0,72.0,64.0,15.0,58.0,861.0,72400.0,38125.0,38125.0,38167.0,37900.0,0.0,20.0,556.0,449.0,107.0,1075.0,280.0,0.0,489.0,233.0,59.0,50.0,9.0,174.0,8.0,586.0,586.0,0.0,489.0,0.0,489.0,489.0,0.0,64.0,137.0,131.0,33.0,537.0,46.0,26.0,35.0,140.0,8.0,166.0,35.0,131.0,256.0,586.0,286.0,586.0,0.0,1078.0,561.0,519.0,1075.0,1075.0,1390.0,1390.0,1075.0,1075.0,306.0,537.0,2698.0,511.0,0.0,139.0,20.0,78.0,28.0,47.0,315.0,121.0,4.484803558191253,94.62564862861379,0.0,5.151964418087472,445.0,517.0,113.0,41.3953488372093,10.511627906976745,48.27906976744186,41.76744186046511,23.441860465116278,20.915032679738562,79.08496732026144,77.33812949640287,22.66187050359712,45.48837209302326,54.51162790697674,77.55395683453237,312.0,22.446043165467625,3.0215827338129495,75.61151079136691,1090.0,78.41726618705036,247.0,140.0,42.15017064846416,23.890784982935152
22033001102,"Census Tract 001102, East Baton Rouge Parish, Louisiana",0.0,2756.0,3.0,0.0,0.0,21.0,0.0,0.0,517.0,35.0,3204.0,0.0,26.0,29.0,279.0,519.0,262.0,352.0,130.0,348.0,0.0,399.0,201.0,338.0,212.0,770.0,0.0,501.0,269.0,32.0,152.0,142.0,1159.0,540.0,108.0,263.0,25.0,75.0,17.0,0.0,97.0,422.0,122.0,48.0,106.0,65.0,48.0,62.0,51.0,190.0,909.0,182900.0,28370.0,28370.0,103837.0,26689.0,81.0,39.0,929.0,840.0,89.0,1699.0,806.0,0.0,320.0,210.0,104.0,90.0,14.0,106.0,94.0,1379.0,1379.0,0.0,320.0,0.0,320.0,320.0,299.0,236.0,237.0,149.0,73.0,1348.0,210.0,75.0,211.0,417.0,0.0,12.0,0.0,12.0,110.0,1379.0,560.0,1379.0,9.0,319.0,374.0,770.0,1699.0,1699.0,1945.0,1945.0,1699.0,1699.0,938.0,1348.0,4108.0,542.0,168.0,40.0,255.0,102.0,643.0,328.0,246.0,632.0,15.384615384615385,77.99415774099319,0.0730282375851996,3.456669912366115,1111.0,380.0,208.0,65.39140670982931,12.24249558563861,45.32077692760447,49.4408475573867,31.783402001177162,42.53731343283582,57.46268656716418,87.35218508997428,12.647814910025707,18.83460859329017,81.16539140670983,16.86375321336761,1536.0,78.97172236503856,24.575835475578405,43.8560411311054,1100.0,56.555269922879184,913.0,417.0,66.20739666424946,30.239303843364755
22033001103,"Census Tract 001103, East Baton Rouge Parish, Louisiana",229.0,1568.0,0.0,0.0,0.0,107.0,0.0,0.0,231.0,20.0,1553.0,47.0,293.0,227.0,149.0,299.0,99.0,78.0,90.0,0.0,0.0,93.0,730.0,247.0,286.0,715.0,0.0,532.0,183.0,42.0,100.0,8.0,645.0,406.0,43.0,37.0,36.0,67.0,237.0,0.0,30.0,121.0,173.0,30.0,6.0,31.0,56.0,76.0,82.0,26.0,1053.0,129800.0,31136.0,31136.0,60625.0,27240.0,2.0,17.0,336.0,242.0,94.0,1051.0,188.0,0.0,399.0,211.0,168.0,43.0,125.0,43.0,0.0,652.0,652.0,0.0,399.0,0.0,399.0,399.0,76.0,43.0,648.0,0.0,327.0,1372.0,136.0,7.0,73.0,274.0,0.0,43.0,0.0,43.0,188.0,652.0,504.0,652.0,0.0,868.0,628.0,715.0,1051.0,1051.0,1282.0,1282.0,1051.0,1051.0,1070.0,1372.0,3511.0,307.0,277.0,0.0,47.0,16.0,9.0,63.0,231.0,432.0,12.30418684135574,44.2324124181145,0.0,0.22785531187695815,624.0,281.0,146.0,59.372026641294006,13.891531874405327,68.03044719314939,23.025689819219792,38.62987630827783,8.69158878504673,91.30841121495327,81.98127925117005,18.018720748829953,37.96384395813511,62.036156041864885,67.70670826833073,412.0,32.13728549141966,7.020280811232449,79.17316692667707,1077.0,84.00936037441498,490.0,274.0,75.15337423312883,42.02453987730061
22033001104,"Census Tract 001104, East Baton Rouge Parish, Louisiana",13.0,1476.0,0.0,45.0,31.0,0.0,8.0,162.0,1306.0,244.0,2804.0,121.0,0.0,27.0,71.0,553.0,113.0,115.0,790.0,373.0,0.0,78.0,136.0,547.0,60.0,599.0,0.0,456.0,143.0,0.0,18.0,351.0,1014.0,407.0,0.0,311.0,0.0,21.0,146.0,0.0,246.0,171.0,59.0,47.0,5.0,48.0,64.0,67.0,80.0,156.0,830.0,98300.0,21339.0,21339.0,22917.0,21305.0,16.0,143.0,822.0,771.0,51.0,1421.0,888.0,0.0,41.0,15.0,15.0,0.0,15.0,0.0,0.0,1380.0,1339.0,41.0,41.0,0.0,41.0,41.0,148.0,205.0,353.0,75.0,9.0,985.0,54.0,102.0,121.0,665.0,0.0,0.0,0.0,0.0,26.0,1380.0,584.0,1380.0,0.0,70.0,312.0,599.0,1421.0,1421.0,2163.0,2163.0,1421.0,1421.0,761.0,985.0,3260.0,802.0,649.0,51.0,434.0,189.0,321.0,433.0,742.0,231.0,7.085889570552147,86.0122699386503,0.0,10.766871165644172,1089.0,311.0,21.0,76.63617171006334,1.477832512315271,42.15341308937368,54.25756509500352,28.641801548205486,10.249671484888305,89.7503285151117,65.69579288025889,34.3042071197411,2.8852920478536244,97.11470795214638,3.2362459546925564,2077.0,96.02404068423486,53.76791493296348,35.6911696717522,1132.0,52.33472029588534,942.0,665.0,68.26086956521739,48.188405797101446
22033001600,"Census Tract 001600, East Baton Rouge Parish, Louisiana",0.0,2657.0,25.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,853.0,484.0,632.0,270.0,212.0,127.0,26.0,52.0,17.0,67.0,0.0,538.0,0.0,25.0,38.0,402.0,68.0,107.0,295.0,1.0,162.0,426.0,1273.0,163.0,312.0,49.0,84.0,94.0,35.0,87.0,0.0,89.0,147.0,69.0,33.0,33.0,197.0,67.0,72.0,68.0,1129.0,258700.0,59909.0,59909.0,83750.0,53000.0,17.0,0.0,1034.0,758.0,276.0,1436.0,279.0,0.0,698.0,213.0,193.0,51.0,142.0,20.0,0.0,738.0,737.0,1.0,698.0,0.0,698.0,698.0,13.0,91.0,36.0,415.0,0.0,595.0,29.0,26.0,168.0,49.0,0.0,20.0,0.0,20.0,485.0,738.0,189.0,738.0,77.0,1132.0,646.0,402.0,1436.0,1436.0,1887.0,1887.0,1436.0,1436.0,563.0,603.0,3080.0,799.0,137.0,322.0,13.0,103.0,11.0,75.0,451.0,1751.0,56.85064935064935,27.694805194805195,0.8116883116883116,13.83116883116883,388.0,471.0,577.0,27.019498607242337,40.18105849582172,27.99442896935933,52.78551532033426,11.350974930362117,95.5595026642984,4.440497335701599,76.09962904080551,23.90037095919449,48.607242339832865,51.392757660167135,64.06995230524643,661.0,35.029146793852675,4.451510333863275,91.41494435612083,1608.0,85.21462639109699,272.0,49.0,36.856368563685635,6.639566395663957
22033001700,"Census Tract 001700, East Baton Rouge Parish, Louisiana",0.0,3097.0,61.0,122.0,94.0,0.0,0.0,9.0,526.0,0.0,1106.0,301.0,544.0,642.0,299.0,171.0,259.0,118.0,0.0,76.0,0.0,469.0,0.0,323.0,15.0,907.0,364.0,139.0,768.0,66.0,203.0,59.0,1474.0,359.0,185.0,108.0,118.0,114.0,28.0,370.0,111.0,164.0,42.0,21.0,46.0,64.0,222.0,53.0,99.0,88.0,1015.0,365400.0,67083.0,67083.0,131039.0,29258.0,0.0,179.0,926.0,738.0,188.0,1833.0,381.0,0.0,1040.0,675.0,642.0,268.0,374.0,33.0,0.0,793.0,793.0,0.0,1040.0,0.0,1040.0,1040.0,92.0,37.0,104.0,49.0,23.0,805.0,85.0,4.0,3.0,298.0,0.0,33.0,0.0,33.0,365.0,793.0,232.0,793.0,35.0,1412.0,708.0,907.0,1833.0,1833.0,2410.0,2410.0,1833.0,1833.0,792.0,805.0,4132.0,873.0,30.0,94.0,292.0,307.0,240.0,0.0,577.0,2734.0,66.16650532429816,26.766698935140372,1.4762826718296225,1.4278799612778317,541.0,505.0,787.0,29.514457174031644,42.93507910529188,49.48172394980906,40.261865793780686,19.585379159847243,59.21717171717171,40.782828282828284,76.05809128630705,23.941908713692946,56.73758865248227,43.262411347517734,60.04149377593361,963.0,39.95850622406639,3.1535269709543567,81.20331950207469,1850.0,76.76348547717843,390.0,298.0,49.18032786885246,37.57881462799496
22033001800,"Census Tract 001800, East Baton Rouge Parish, Louisiana",0.0,2254.0,0.0,0.0,0.0,0.0,0.0,10.0,159.0,8.0,718.0,28.0,163.0,300.0,110.0,240.0,460.0,55.0,16.0,21.0,15.0,206.0,72.0,172.0,56.0,552.0,9.0,248.0,304.0,0.0,217.0,128.0,942.0,300.0,132.0,43.0,82.0,109.0,19.0,20.0,87.0,70.0,78.0,53.0,87.0,63.0,76.0,135.0,89.0,99.0,1221.0,241400.0,51774.0,51774.0,70000.0,32351.0,0.0,120.0,690.0,660.0,30.0,1242.0,92.0,0.0,670.0,374.0,263.0,108.0,155.0,111.0,31.0,572.0,572.0,0.0,670.0,0.0,670.0,670.0,60.0,40.0,49.0,103.0,20.0,468.0,57.0,31.0,79.0,246.0,0.0,80.0,51.0,29.0,296.0,572.0,178.0,572.0,123.0,763.0,458.0,552.0,1242.0,1242.0,1408.0,1408.0,1242.0,1242.0,450.0,468.0,2507.0,521.0,8.0,0.0,88.0,96.0,235.0,95.0,166.0,1573.0,62.74431591543678,28.639808536098922,0.0,5.105704028719585,396.0,503.0,343.0,31.88405797101449,27.616747181964573,44.44444444444444,53.14009661835749,24.154589371980677,45.77777777777778,54.22222222222223,88.21022727272727,11.789772727272728,53.945249597423505,46.05475040257649,62.92613636363637,522.0,37.07386363636363,3.6931818181818183,59.73011363636363,1196.0,84.94318181818183,413.0,246.0,72.2027972027972,43.00699300699301
22033001900,"Census Tract 001900, East Baton Rouge Parish, Louisiana",0.0,3254.0,22.0,0.0,0.0,0.0,0.0,5.0,79.0,0.0,305.0,139.0,202.0,196.0,326.0,254.0,64.0,269.0,77.0,151.0,31.0,560.0,17.0,46.0,9.0,730.0,279.0,37.0,693.0,85.0,307.0,106.0,1316.0,327.0,44.0,24.0,166.0,132.0,24.0,313.0,76.0,16.0,34.0,27.0,100.0,0.0,235.0,45.0,399.0,8.0,1209.0,510200.0,88487.0,88487.0,146798.0,76107.0,0.0,21.0,913.0,790.0,123.0,1643.0,269.0,0.0,912.0,665.0,644.0,263.0,381.0,21.0,9.0,731.0,731.0,0.0,912.0,0.0,912.0,912.0,86.0,56.0,86.0,96.0,31.0,638.0,17.0,0.0,115.0,30.0,0.0,12.0,12.0,0.0,247.0,731.0,65.0,731.0,29.0,1037.0,495.0,730.0,1643.0,1643.0,1709.0,1709.0,1643.0,1643.0,623.0,638.0,3457.0,532.0,52.0,26.0,26.0,254.0,63.0,222.0,66.0,3037.0,87.85073763378652,8.822678623083599,0.6363899334683252,3.066242406711021,182.0,806.0,655.0,11.077297626293365,39.86609860012173,44.430919050517346,48.08277541083384,19.90261716372489,89.8876404494382,10.112359550561797,96.13809245172615,3.861907548273844,55.508216676810704,44.49178332318929,62.375658279695735,643.0,37.62434172030427,15.155061439438269,65.35985956699825,1419.0,83.03101228788765,162.0,30.0,22.161422708618332,4.1039671682626535
22033002000,"Census Tract 002000, East Baton Rouge Parish, Louisiana",0.0,3852.0,331.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,225.0,20.0,51.0,133.0,585.0,594.0,121.0,59.0,150.0,13.0,0.0,832.0,56.0,0.0,15.0,1011.0,305.0,116.0,895.0,80.0,554.0,280.0,1085.0,417.0,105.0,42.0,68.0,236.0,9.0,322.0,10.0,35.0,77.0,33.0,12.0,49.0,97.0,198.0,125.0,84.0,1148.0,359800.0,95119.0,95119.0,123333.0,39773.0,0.0,11.0,491.0,378.0,113.0,1502.0,174.0,0.0,1238.0,885.0,815.0,343.0,472.0,70.0,15.0,264.0,264.0,0.0,1238.0,0.0,1238.0,1238.0,214.0,19.0,160.0,99.0,71.0,915.0,8.0,59.0,11.0,32.0,10.0,55.0,0.0,55.0,353.0,264.0,126.0,264.0,12.0,1201.0,610.0,1011.0,1502.0,1502.0,1726.0,1726.0,1502.0,1502.0,888.0,915.0,4015.0,297.0,23.0,0.0,140.0,95.0,86.0,169.0,224.0,3345.0,83.31257783312577,5.603985056039851,8.244084682440848,6.973848069738481,257.0,514.0,731.0,17.11051930758988,48.66844207723036,67.31025299600533,25.166444740346204,27.762982689747005,93.69369369369369,6.306306306306306,87.02201622247972,12.977983777520278,82.42343541944075,17.576564580559253,70.27809965237543,513.0,29.721900347624562,9.44380069524913,80.12746234067207,1541.0,89.28157589803013,110.0,32.0,41.66666666666667,12.121212121212121
22033002200,"Census Tract 002200, East Baton Rouge Parish, Louisiana",7.0,717.0,2.0,0.0,18.0,0.0,0.0,21.0,185.0,10.0,899.0,133.0,11.0,151.0,101.0,59.0,97.0,50.0,8.0,34.0,49.0,43.0,10.0,250.0,18.0,177.0,5.0,142.0,35.0,12.0,50.0,3.0,358.0,121.0,0.0,36.0,25.0,5.0,23.0,5.0,27.0,81.0,38.0,8.0,2.0,2.0,66.0,55.0,54.0,52.0,919.0,151300.0,33849.0,33849.0,-666666666.0,27596.0,0.0,72.0,302.0,283.0,19.0,479.0,183.0,0.0,226.0,121.0,25.0,11.0,14.0,96.0,18.0,253.0,221.0,32.0,219.0,7.0,226.0,226.0,91.0,40.0,10.0,20.0,0.0,329.0,3.0,24.0,15.0,72.0,7.0,78.0,39.0,39.0,105.0,253.0,56.0,253.0,3.0,530.0,266.0,177.0,479.0,479.0,693.0,693.0,479.0,479.0,303.0,329.0,1116.0,110.0,8.0,0.0,59.0,35.0,58.0,0.0,214.0,191.0,17.114695340501793,80.55555555555556,0.17921146953405018,0.2688172043010753,257.0,187.0,35.0,53.65344467640919,7.306889352818372,36.95198329853862,59.081419624217126,25.260960334029225,14.19141914191419,85.8085808580858,69.11976911976912,30.88023088023088,47.18162839248434,52.81837160751566,76.91197691197691,160.0,23.08802308802309,13.131313131313133,65.65656565656566,438.0,63.20346320346321,114.0,72.0,45.059288537549406,28.458498023715418
22033002300,"Census Tract 002300, East Baton Rouge Parish, Louisiana",0.0,2551.0,13.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,35.0,282.0,252.0,516.0,108.0,173.0,32.0,87.0,17.0,0.0,25.0,353.0,120.0,18.0,6.0,532.0,302.0,75.0,457.0,56.0,112.0,128.0,1075.0,204.0,129.0,11.0,77.0,29.0,75.0,318.0,44.0,8.0,38.0,13.0,63.0,32.0,64.0,260.0,118.0,0.0,1568.0,336200.0,82888.0,82888.0,115125.0,64808.0,0.0,0.0,747.0,594.0,153.0,1279.0,178.0,6.0,851.0,497.0,439.0,180.0,259.0,58.0,0.0,428.0,422.0,6.0,851.0,0.0,851.0,851.0,141.0,69.0,35.0,42.0,53.0,491.0,49.0,52.0,53.0,69.0,0.0,58.0,0.0,58.0,354.0,428.0,35.0,428.0,12.0,1015.0,556.0,532.0,1279.0,1279.0,1492.0,1492.0,1279.0,1279.0,491.0,491.0,2697.0,590.0,36.0,83.0,0.0,271.0,0.0,69.0,213.0,2590.0,96.03262884686688,1.2977382276603633,0.482017055988135,4.746014089729329,176.0,550.0,553.0,13.76075058639562,43.23690383111806,41.59499609069586,46.44253322908523,15.94996090695856,71.89409368635438,28.105906313645622,85.72386058981233,14.27613941018767,66.53635652853792,33.46364347146208,68.8337801608579,459.0,30.764075067024127,2.8150134048257374,89.20911528150134,1314.0,88.06970509383379,223.0,69.0,52.10280373831776,16.121495327102803
22033002400,"Census Tract 002400, East Baton Rouge Parish, Louisiana",0.0,1240.0,91.0,6.0,0.0,19.0,6.0,17.0,313.0,0.0,1012.0,78.0,15.0,252.0,320.0,293.0,88.0,90.0,262.0,176.0,0.0,48.0,0.0,135.0,100.0,334.0,10.0,212.0,122.0,14.0,44.0,197.0,942.0,102.0,43.0,175.0,0.0,49.0,68.0,29.0,44.0,72.0,140.0,59.0,64.0,38.0,5.0,116.0,71.0,71.0,826.0,233800.0,33421.0,33421.0,64926.0,29673.0,0.0,66.0,710.0,523.0,187.0,1044.0,567.0,29.0,275.0,141.0,91.0,0.0,91.0,50.0,7.0,769.0,769.0,0.0,275.0,0.0,275.0,275.0,41.0,31.0,33.0,12.0,44.0,212.0,24.0,61.0,58.0,260.0,7.0,43.0,0.0,43.0,134.0,769.0,193.0,769.0,90.0,555.0,323.0,334.0,1044.0,1044.0,1574.0,1574.0,1044.0,1044.0,183.0,212.0,1921.0,560.0,110.0,86.0,369.0,91.0,110.0,134.0,530.0,601.0,31.285788651743886,52.68089536699636,4.737116085372202,10.255075481520041,570.0,353.0,121.0,54.59770114942529,11.590038314176246,31.992337164750957,50.09578544061303,9.770114942528735,26.229508196721312,73.77049180327869,66.32782719186785,33.672172808132146,26.340996168582375,73.65900383141762,40.978398983481576,900.0,57.179161372299866,27.82719186785261,60.864040660736975,941.0,59.783989834815756,403.0,260.0,52.405721716514954,33.81014304291287
22033002500,"Census Tract 002500, East Baton Rouge Parish, Louisiana",24.0,1534.0,117.0,0.0,0.0,0.0,0.0,26.0,499.0,120.0,1272.0,312.0,95.0,206.0,375.0,322.0,99.0,36.0,394.0,110.0,0.0,162.0,23.0,161.0,94.0,472.0,37.0,277.0,195.0,51.0,138.0,198.0,1087.0,260.0,62.0,37.0,32.0,44.0,141.0,46.0,5.0,8.0,21.0,147.0,59.0,23.0,61.0,118.0,153.0,390.0,1110.0,140800.0,37055.0,37055.0,78603.0,31905.0,23.0,63.0,875.0,717.0,158.0,1347.0,386.0,0.0,257.0,103.0,26.0,9.0,17.0,77.0,14.0,1090.0,1066.0,24.0,257.0,0.0,257.0,257.0,18.0,65.0,176.0,62.0,0.0,409.0,58.0,24.0,12.0,441.0,14.0,63.0,39.0,24.0,154.0,1090.0,369.0,1090.0,37.0,689.0,461.0,472.0,1347.0,1347.0,1949.0,1949.0,1347.0,1347.0,346.0,409.0,2689.0,850.0,42.0,27.0,122.0,57.0,802.0,150.0,602.0,1007.0,37.4488657493492,47.30383042023057,4.3510598735589445,7.363332093715136,602.0,561.0,184.0,44.69190794357832,13.659985152190051,35.04083147735709,53.229398663697104,19.302152932442464,46.82080924855491,53.179190751445084,69.11236531554643,30.887634684453563,19.079435783221975,80.92056421677802,37.24987172909184,1200.0,61.570035915854284,25.8594150846588,67.2139558748076,1500.0,76.96254489481785,535.0,441.0,49.08256880733945,40.45871559633027
22033002601,"Census Tract 002601, East Baton Rouge Parish, Louisiana",0.0,3316.0,414.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,113.0,467.0,333.0,381.0,335.0,88.0,39.0,98.0,92.0,653.0,59.0,444.0,12.0,43.0,11.0,794.0,355.0,132.0,662.0,86.0,753.0,334.0,1858.0,323.0,216.0,10.0,83.0,152.0,50.0,410.0,54.0,68.0,21.0,41.0,30.0,11.0,203.0,129.0,165.0,538.0,1481.0,491400.0,64420.0,64420.0,105500.0,26108.0,0.0,0.0,1387.0,1072.0,315.0,2181.0,260.0,0.0,1558.0,711.0,614.0,247.0,367.0,97.0,0.0,623.0,623.0,0.0,1558.0,0.0,1558.0,1558.0,108.0,98.0,37.0,98.0,97.0,555.0,54.0,6.0,10.0,316.0,0.0,97.0,49.0,48.0,847.0,623.0,83.0,623.0,114.0,1831.0,1003.0,794.0,2181.0,2181.0,2545.0,2545.0,2181.0,2181.0,499.0,555.0,4287.0,443.0,0.0,150.0,0.0,0.0,434.0,16.0,364.0,3364.0,78.46979239561465,2.635875903895498,9.657102869139258,7.790996034522976,741.0,579.0,861.0,33.97524071526822,39.47730398899587,36.40531866116461,49.151765245300325,14.809720311783586,88.97795591182364,11.022044088176353,85.69744597249509,14.302554027504913,71.43512150389729,28.564878496102704,76.42436149312377,600.0,23.575638506876228,31.591355599214143,63.02554027504912,2285.0,89.78388998035363,386.0,316.0,61.95826645264848,50.7223113964687
22033002602,"Census Tract 002602, East Baton Rouge Parish, Louisiana",0.0,4081.0,36.0,0.0,0.0,60.0,0.0,63.0,502.0,0.0,682.0,0.0,74.0,127.0,243.0,184.0,865.0,641.0,281.0,495.0,30.0,835.0,0.0,149.0,0.0,938.0,321.0,102.0,836.0,57.0,375.0,135.0,1934.0,446.0,247.0,48.0,102.0,82.0,123.0,574.0,411.0,56.0,17.0,64.0,94.0,63.0,110.0,104.0,119.0,166.0,1636.0,442800.0,61508.0,61508.0,114547.0,-666666666.0,0.0,178.0,1442.0,1370.0,72.0,2380.0,465.0,0.0,1015.0,747.0,674.0,289.0,385.0,73.0,0.0,1365.0,1345.0,20.0,1015.0,0.0,1015.0,1015.0,173.0,255.0,92.0,192.0,35.0,1076.0,64.0,50.0,100.0,650.0,0.0,73.0,32.0,41.0,268.0,1365.0,191.0,1365.0,91.0,1536.0,1057.0,938.0,2380.0,2380.0,2940.0,2940.0,2380.0,2380.0,984.0,1076.0,4774.0,808.0,115.0,17.0,466.0,266.0,213.0,236.0,560.0,3788.0,79.34645999162127,14.285714285714285,0.754084625052367,2.827817343946376,821.0,554.0,1005.0,34.49579831932773,42.226890756302524,39.411764705882355,57.56302521008403,18.73949579831933,84.85772357723577,15.142276422764228,80.95238095238095,19.047619047619047,42.64705882352941,57.35294117647059,55.34013605442178,1313.0,44.65986394557823,27.414965986394556,21.360544217687075,2297.0,78.12925170068027,864.0,650.0,63.29670329670329,47.61904761904761
22033002700,"Census Tract 002700, East Baton Rouge Parish, Louisiana",0.0,1447.0,5.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,651.0,58.0,101.0,241.0,98.0,78.0,11.0,28.0,0.0,55.0,0.0,173.0,55.0,10.0,86.0,355.0,98.0,169.0,186.0,42.0,37.0,193.0,445.0,139.0,60.0,15.0,44.0,34.0,10.0,107.0,0.0,9.0,9.0,6.0,7.0,16.0,62.0,111.0,41.0,53.0,-666666666.0,252100.0,71923.0,71923.0,80762.0,56940.0,0.0,0.0,229.0,175.0,54.0,584.0,68.0,0.0,451.0,327.0,186.0,73.0,113.0,141.0,64.0,133.0,133.0,0.0,448.0,3.0,451.0,451.0,47.0,66.0,62.0,9.0,10.0,281.0,29.0,0.0,0.0,30.0,29.0,77.0,7.0,70.0,124.0,133.0,28.0,133.0,22.0,619.0,321.0,355.0,584.0,584.0,670.0,670.0,584.0,584.0,238.0,281.0,1559.0,202.0,29.0,0.0,0.0,0.0,0.0,0.0,86.0,653.0,41.885824246311735,41.75753688261706,0.3207184092366902,12.379730596536241,96.0,243.0,245.0,16.43835616438356,41.95205479452055,60.78767123287672,29.96575342465753,23.8013698630137,72.68907563025209,27.310924369747898,87.16417910447761,12.835820895522387,77.22602739726028,22.773972602739725,95.67164179104478,29.0,4.328358208955224,8.208955223880597,85.97014925373134,602.0,89.8507462686567,59.0,30.0,44.3609022556391,22.55639097744361
